0.0    [0.59884 0.      0.     ]    [-0.59884  0.       0.     ]    -9.319675908569476
0.13    [0.60534 0.      0.     ]    [-0.60534  0.       0.     ]    -9.196154017476832
0.26    [0.59941355 0.         0.        ]    [-0.59941355  0.          0.        ]    -9.087349910125964
0.39    [0.58182837 0.         0.        ]    [-0.58182837  0.          0.        ]    -9.068789604597109
0.52    [0.55549494 0.         0.        ]    [-0.55549494  0.          0.        ]    -9.21917522998392
0.65    [0.52698177 0.         0.        ]    [-0.52698177  0.          0.        ]    -9.436060749643401
0.78    [0.507484 0.       0.      ]    [-0.507484  0.        0.      ]    -9.29063432555136
0.91    [0.50797815 0.         0.        ]    [-0.50797815  0.          0.        ]    -8.969980639846879
1.04    [0.52814581 0.         0.        ]    [-0.52814581  0.          0.        ]    -9.088992265435731
1.17    [0.5567685 0.        0.       ]    [-0.5567685  0.         0.       ]    -9.325450557883036
1.2999999999999998    [0.58282079 0.         0.        ]    [-0.58282079  0.          0.        ]    -9.386281478183463
1.4299999999999997    [0.59993277 0.         0.        ]    [-0.59993277  0.          0.        ]    -9.309574055125005
1.5599999999999996    [0.60531481 0.         0.        ]    [-0.60531481  0.          0.        ]    -9.184690109729212
1.6899999999999995    [0.59827346 0.         0.        ]    [-0.59827346  0.          0.        ]    -9.080615628446992
1.8199999999999994    [0.57973251 0.         0.        ]    [-0.57973251  0.          0.        ]    -9.074724338503417
1.9499999999999993    [0.55286078 0.         0.        ]    [-0.55286078  0.          0.        ]    -9.24081312391758
2.079999999999999    [0.52464385 0.         0.        ]    [-0.52464385  0.          0.        ]    -9.444072256279046
2.209999999999999    [0.5065979 0.        0.       ]    [-0.5065979  0.         0.       ]    -9.255776068210531
2.339999999999999    [0.50912053 0.         0.        ]    [-0.50912053  0.          0.        ]    -8.961650272809598
2.469999999999999    [0.53058915 0.         0.        ]    [-0.53058915  0.          0.        ]    -9.113466361965779
2.5999999999999988    [0.55936816 0.         0.        ]    [-0.55936816  0.          0.        ]    -9.338978903558145
2.7299999999999986    [0.58480461 0.         0.        ]    [-0.58480461  0.          0.        ]    -9.383510599748641
2.8599999999999985    [0.60092745 0.         0.        ]    [-0.60092745  0.          0.        ]    -9.299099109751516
2.9899999999999984    [0.60518609 0.         0.        ]    [-0.60518609  0.          0.        ]    -9.173392920067768
3.1199999999999983    [0.597037 0.       0.      ]    [-0.597037  0.        0.      ]    -9.074678161737575
3.2499999999999982    [0.5775652 0.        0.       ]    [-0.5775652  0.         0.       ]    -9.082200143077346
3.379999999999998    [0.5502117 0.        0.       ]    [-0.5502117  0.         0.       ]    -9.263137254317824
3.509999999999998    [0.52238938 0.         0.        ]    [-0.52238938  0.          0.        ]    -9.448236277363566
3.639999999999998    [0.50589131 0.         0.        ]    [-0.50589131  0.          0.        ]    -9.219637604657063
3.769999999999998    [0.51042693 0.         0.        ]    [-0.51042693  0.          0.        ]    -8.95805950972462
3.8999999999999977    [0.5330911 0.        0.       ]    [-0.5330911  0.         0.       ]    -9.138241439455308
4.029999999999998    [0.56193684 0.         0.        ]    [-0.56193684  0.          0.        ]    -9.350804158264555
4.1599999999999975    [0.58670946 0.         0.        ]    [-0.58670946  0.          0.        ]    -9.379682062207468
4.289999999999997    [0.60182308 0.         0.        ]    [-0.60182308  0.          0.        ]    -9.288304024458084
4.419999999999997    [0.604954 0.       0.      ]    [-0.604954  0.        0.      ]    -9.162308861359936
4.549999999999997    [0.59570553 0.         0.        ]    [-0.59570553  0.          0.        ]    -9.069605604299706
4.679999999999997    [0.57532998 0.         0.        ]    [-0.57532998  0.          0.        ]    -9.091252858817327
4.809999999999997    [0.54755489 0.         0.        ]    [-0.54755489  0.          0.        ]    -9.285865299059324
4.939999999999997    [0.52022854 0.         0.        ]    [-0.52022854  0.          0.        ]    -9.448217168340381
5.069999999999997    [0.50536871 0.         0.        ]    [-0.50536871  0.          0.        ]    -9.183074537929135
5.199999999999997    [0.5118896 0.        0.       ]    [-0.5118896  0.         0.       ]    -8.959059511772299
